Title,Article Id,Date,Category,Has Audio,Summary,URL
The Israel-Hamas cease-fire ends and fighting resumes,1196978585,"December 1, 2023",Podcasts & Shows,True,"A man carries a wounded girl at Nasser Hospital following Israeli air strikes in the city of Khan Yunis after the end of a seven-day truce between Israel and Hamas militants on Dec. 1, 2023.",https://www.npr.org/2023/12/01/1196978585/the-israel-hamas-cease-fire-ends-and-fighting-resumes
Will Venezuela invade Guyana? And counselling Ukrainian children traumatized by war,1196978587,"December 4, 2023",Podcasts & Shows,True,Venezuela held a vote on whether to annex some of neighboring Guyana. But the turnout may point to problems for the autocratic ruler of Venezuela.,https://www.npr.org/2023/12/04/1196978587/will-venezuela-invade-guyana-and-counselling-ukrainian-children-traumatized-by-w
"Opinion: At last, freedom for dad",1212377823,"November 11, 2023",Podcasts & Shows,True,"Liverpool's Colombian midfielder Luis Diaz celebrates after scoring the equalizing goal during the English Premier League football match between Luton Town and Liverpool at Kenilworth Road in Luton, north of London on November 5, 2023.",https://www.npr.org/2023/11/11/1212377823/opinion-at-last-freedom-for-dad
Michael Cunningham's new novel is his first in almost a decade,1212467268,"November 11, 2023",Podcasts & Shows,True,"NPR's Scott Simon talks with author Michael Cunningham about his new novel, ""Day."" Cunningham won a Pulitzer Prize for a previous novel, ""The Hours.""",https://www.npr.org/2023/11/11/1212467268/michael-cunninghams-new-novel-is-his-first-in-almost-a-decade
Remembering Mike Shuster,1212465757,"November 11, 2023",Podcasts & Shows,True,"NPR's Scott Simon remembers former NPR reporter, Mike Shuster, who covered the fall of the Berlin Wall and the end of the Soviet Union, among other huge stories.",https://www.npr.org/2023/11/11/1212465757/remembering-mike-shuster
Why it's so hard for journalists to report from Gaza,1212467226,"November 11, 2023",Podcasts & Shows,True,"NPR's Scott Simon speaks to Sherif Mansour, Middle East and North Africa program coordinator at the Committee to Protect Journalists, about the difficulties in reporting in Gaza",https://www.npr.org/2023/11/11/1212467226/why-its-so-hard-for-journalists-to-report-from-gaza
"Saturday Sports: Mighican sign stealing, NBA in-season tournament",1212467247,"November 11, 2023",Podcasts & Shows,True,NPR's Scott Simon talks with Howard Bryant of Meadowlark Media about the University of Michigan sign stealing controversy and the inaugural NBA in-season tournament.,https://www.npr.org/2023/11/11/1212467247/saturday-sports-mighican-sign-stealing-nba-in-season-tournament
The obscure rule that keeps cities under federal pollution limits,1212467240,"November 11, 2023",Podcasts & Shows,True,There's a little-known air pollution rule that more and more cities are using to keep their air quality within federal limits when wildfire smoke threatens to send them over pollution limits.,https://www.npr.org/2023/11/11/1212467240/the-obscure-rule-that-keeps-cities-under-federal-pollution-limits
A violist memorializes lost voices at Terezin concentration camp,1213967469,"November 18, 2023",Podcasts & Shows,True,Scott Simon talks with violist Mark Ludwig about his efforts to preserve - and play - the music written by some of the many musicians imprisoned and killed at the Terezin concentration camp.,https://www.npr.org/2023/11/18/1213967469/a-violist-memorializes-lost-voices-at-terezin-concentration-camp
"In the new book ""The Farmer's Wife"", author Helen Rebanks balances recipes and life",1213967427,"November 18, 2023",Podcasts & Shows,True,"Scott Simon speaks to Helen Rebanks about her farm life as laid out in her book, ""The Farmer's Wife."" They are joined by actor Nick Offerman, who occasionally works on Rebanks' farm.",https://www.npr.org/2023/11/18/1213967427/in-the-new-book-the-farmers-wife-author-helen-rebanks-balances-recipes-and-life
Reflecting on the legacy of the flute in pop music,1213967413,"November 18, 2023",Podcasts & Shows,True,"This week, Andre 3000 released an instrumental album featuring the flute instead of an expected rap album. Scott Simon asks LA Times' August Brown about the flute's decades-long role in pop music.",https://www.npr.org/2023/11/18/1213967413/andre-3000s-new-album-includes-a-popular-instrument-the-flute
Opinion: What gets lost in the 'Big Picture',1213871950,"November 18, 2023",Podcasts & Shows,True,Palestinians evacuate the area following an Israeli airstrike on the Sousi mosque in Gaza City on Oct. 9.,https://www.npr.org/2023/11/18/1213871950/opinion-what-gets-lost-in-the-big-picture
30 people have been charged in Dublin after anti-immigrant riots earlier this week,1215185305,"November 25, 2023",Podcasts & Shows,True,NPR's Scott Simon speaks with Irish Times reporter Conor Gallagher about riots that tore through Dublin this week.,https://www.npr.org/2023/11/25/1215185305/30-people-have-been-charged-in-dublin-after-anti-immigrant-riots-earlier-this-we
"The stars of ""Fallen Leaves"" talk comedy and romance in the new Finnish film",1213967420,"November 18, 2023",Podcasts & Shows,True,"Scott Simon talks with actors Alma Poysti and Jussi Vatanen about their new film, ""Fallen Leaves."" They play an unlikely couple in this Finnish movie, which won a Jury Prize at Cannes.",https://www.npr.org/2023/11/18/1213967420/the-stars-of-fallen-leaves-talk-comedy-and-romance-in-the-new-finnish-film
"Saturday Sports: Oakland A's big move, controversy in sports reporting",1213967455,"November 18, 2023",Podcasts & Shows,True,Scott Simon and ESPN's Michele Steele talk about Oakland losing the A's and controversy in sports journalism over a sideline reporter's admission that she fabricated reports.,https://www.npr.org/2023/11/18/1213967455/saturday-sports-oakland-as-big-move-controversy-in-sports-reporting
What the election of a far-right party in the Netherlands means for Europe,1215185270,"November 25, 2023",Podcasts & Shows,True,"In the Netherlands, a far-right party dominated this week's election. NPR's Scott Simon talks to Dutch political scientist Sanne van Oosten about the party and what the results might mean for Europe.",https://www.npr.org/2023/11/25/1215185270/what-the-election-of-a-far-right-party-in-the-netherlands-means-for-europe
Hamas to free more hostages in exchange for Palestinian prisoners,1215185249,"November 25, 2023",Podcasts & Shows,True,"Hamas freed hostages yesterday, and is set to free more today. Israel will release more Palestinian prisoners in exchange as the pause in fighting continues.",https://www.npr.org/2023/11/25/1215185249/hamas-to-free-more-hostages-in-exchange-for-palestinian-prisoners
"For some people struggling with addictions, spending time with horses is healing",1215185284,"November 25, 2023",Podcasts & Shows,True,Equine therapy can help those struggling with drug and alcohol addiction. Two men receiving treatment near Philadelphia talk with NPR's Scott Simon about their special bond with horses.,https://www.npr.org/2023/11/25/1215185284/for-some-people-struggling-with-addictions-spending-time-with-horses-is-healing
Week in politics: Divides among Democrats; GOP tensions; remembering Rosalyn Carter,1215185256,"November 25, 2023",Podcasts & Shows,True,"Tensions define political life in the US: President Biden faces them in his own party over his support for Israel, the GOP has its own deep fissures. We also remember former first lady Rosalyn Carter.",https://www.npr.org/2023/11/25/1215185256/week-in-politics-divides-among-democrats-gop-tensions-remembering-rosalyn-carter
"'Too Hot to Handel', Marin Alsop's modern rendition of a holiday staple turns 30",1215185291,"November 25, 2023",Podcasts & Shows,True,"NPR's Scott Simon talks with conductor Marin Alsop about the 30th anniversary of ""Too Hot To Handel"" — a modern take on Handel's baroque classic, ""Messiah.""",https://www.npr.org/2023/11/25/1215185291/too-hot-to-handel-marin-alsops-modern-rendition-of-a-holiday-staple-turns-30
An ICRC staffer on carrying out the hostage exchange on the ground and aid for Gaza,1215185263,"November 25, 2023",Podcasts & Shows,True,The International Committee of the Red Cross is assisting with the transfer of hostages from Gaza to Israel. NPR's Scott Simon talks with ICRC staffer Sarah Davis.,https://www.npr.org/2023/11/25/1215185263/an-icrc-staffer-on-carrying-out-the-hostage-exchange-on-the-ground-and-aid-for-g
A new documentary shows the impact of book bans in Florida public schools on the kids,1215185319,"November 25, 2023",Podcasts & Shows,True,"In her directorial debut, Sheila Nevins' chronicles the impact of book bans in Florida public schools. She tells NPR's Scott Simon what inspired her to profile those most affected — the students.",https://www.npr.org/2023/11/25/1215185319/a-new-documentary-shows-the-impact-of-book-bans-in-florida-public-schools-on-the
Saturday Sports: NFL Thanksgiving; college football; Oscar Pistorius granted parole,1215185326,"November 25, 2023",Podcasts & Shows,True,"NPR's Scott Simon talks to Howard Bryant of Meadowlark Media about the NFL Thanksgiving games, rivalry week in college football, and a disgraced former Olympian receiving parole from prison.",https://www.npr.org/2023/11/25/1215185326/saturday-sports-nfl-thanksgiving-college-football-oscar-pistorius-granted-parole
How Qatar came to play an important role in mediating the 4-day cease-fire,1215185298,"November 25, 2023",Podcasts & Shows,True,"NPR's Scott Simon speaks with H.A. Hellyer, nonresident scholar in the Middle East program of the Carnegie Endowment for International Peace, about Qatar's role as a mediator in the Israel-Hamas war.",https://www.npr.org/2023/11/25/1215185298/how-qatar-came-to-play-an-important-role-in-mediating-the-four-day-ceasefire
Dog walking injuries can be surprisingly common,1215190020,"November 25, 2023",Podcasts & Shows,True,A study from Johns Hopkins University reveals the extent of dog walking injuries that are bad enough to send people to the ER.,https://www.npr.org/2023/11/25/1215190020/dog-walking-injuries-can-be-surprisingly-common
"National Cathedral unveils racial justice-themed windows, replacing Confederate ones",1201350129,"September 23, 2023",Culture,False,"Light shines through new stained-glass windows with a theme of racial justice during an unveiling and dedication ceremony at the Washington National Cathedral for the windows on Saturday, Sept. 23 in Washington.",https://www.npr.org/2023/09/23/1201350129/national-cathedral-racial-justice-stained-glass-windows
A sculptor and a ceramicist who grapple with race win 2023 Heinz Awards for the Arts,1200621117,"September 20, 2023",Culture,False,Artists Roberto Lugo (left) and Kevin Beasley are the 2023 winners of the Heinz Awards.,https://www.npr.org/2023/09/20/1200621117/a-sculptor-and-a-ceramicist-who-grapple-with-race-win-2023-heinz-awards-for-the-
"The new world's hottest pepper, Pepper X, is 3 times spicier than its predecessor",1206450553,"October 17, 2023",Culture,False,"A Pepper X pepper is shown earlier this month in Fort Mill, S.C.",https://www.npr.org/2023/10/17/1206450553/worlds-hottest-pepper-guinness-record-pepper-x
Too much red meat is linked to a 50% increase in Type 2 diabetes risk,1207123096,"October 19, 2023",Culture,True,"People who consume higher amounts of red meat and processed meat are more likely to develop Type 2 diabetes than people who consume less, a new study finds.",https://www.npr.org/sections/health-shots/2023/10/19/1207123096/red-meat-type-2-diabetes-risk-processed-meat-bacon-hot-dogs
This 'cider donuteur' has made a map to help you find the best cider donuts,1205867759,"October 17, 2023",Culture,True,Tag yourself! I'm the one in the middle.,https://www.npr.org/2023/10/17/1205867759/cider-donuts-nearby-where-find-map-new-england
6 takeaways from the 2023 Tony Awards,1180430403,"June 12, 2023",Culture,False,J. Harrison Ghee accepts the award for Best Leading Actor in a Musical for,https://www.npr.org/2023/06/12/1180430403/tony-awards-takeaways-2023
Jodie Comer wins a Tony for her first ever performance on a professional stage,1181775295,"June 12, 2023",Culture,False,Jodie Comer poses in the press room during The 76th Annual Tony Awards.,https://www.npr.org/2023/06/12/1181775295/jodie-comer-tony-awards-2023-winner-first-time-prima-facie-jessica-chastain
Tony Awards 2023: Here's the list of major winners with photos,1180421487,"June 11, 2023",Culture,False,,https://www.npr.org/2023/06/11/1180421487/tony-award-winners-2023
"Actor Treat Williams, star of 'Hair' and 'Everwood', is killed in a motorcycle crash",1181866023,"June 13, 2023",Culture,False,Actor Treat Williams attends the world premiere of,https://www.npr.org/2023/06/13/1181866023/actor-treat-williams-dies-in-motorcycle-crash
Remembering Broadway legend and 'Fiddler on the Roof' lyricist Sheldon Harnick,1185294793,"June 30, 2023",Culture,True,"Harnick, along with composer Jerry Bock, wrote the enduring music for",https://www.npr.org/2023/06/30/1185294793/remembering-broadway-legend-and-fiddler-on-the-roof-lyricist-sheldon-harnick
